Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
abgvg9,UAB_Thyme,2024-07-22,2024-07-26,18,152.6211111111111,243.2,43.81467304625199,33.906969058891754,73.51666666666667,1004.7194444444448,209
/DC=org/DC=incommon/C=US/ST=Illinois/O=The University of Chicago/CN=xenon-rucio.grid.uchicago.edu,xenon,2024-07-14,2024-07-17,16,374.50916666666666,179.75,60.242761394101876,32.691246166162244,87.68333333333334,1006.3177777777779,373
npcooley,BiomedInfo,2024-07-22,2024-07-25,22,789.4544444444444,119.31666666666666,35.50769615192404,33.75276366590942,97.125,1002.3186111111124,1334
nishantpanicker,BiomedInfo,2024-07-22,2024-07-26,15,3306.4738888888887,801.5833333333334,20.825995521030162,35.6976631557741,44.916666666666664,1000.1338888888876,9526
chunshen1987,WSU_3DHydro,2024-07-09,2024-07-09,19,1107.5375,52.483333333333334,32.86461424332344,23.14233682309598,50.55,1000.5802777777787,2022
jackson_g,WSU_3DHydro,2024-07-26,2024-07-27,25,1.1730555555555555,2.5166666666666666,1.0828205128205126,0.2420250437348825,1.05,1013.9605555555554,65
nkremerh,Seattle_Herman,2024-07-04,2024-07-04,18,2884.0830555555553,55.75,12.432285604808776,20.39095520739857,53.516666666666666,1000.2630555555571,13919
zihangw,EvolSims,2024-07-26,2024-07-27,24,0.31666666666666665,7.333333333333333,3.1666666666666665,2.2062789186017864,8.518333333333334,1072.301388888889,6
/DC=org/DC=cilogon/C=US/O=University of Chicago/CN=Lanqing Yuan A33125231,xenon,2024-07-05,2024-07-23,34,28.761666666666667,5.683333333333334,1.4489504617968094,0.4911547867302437,2.1166666666666667,1000.2280555555543,1191
pk558,PixleyLab,2024-07-23,2024-07-23,17,1470863.4602777779,40580.4,40556.89688265931,12.871096218423899,40578.166666666664,1000.1408333333325,2176
vsoni11,DemoSims,2024-07-10,2024-07-12,18,250.72833333333332,87.88333333333334,13.552882882882882,20.69094012372042,47.91,1000.8344444444442,1110
aashish_tripathee,Michigan_Riles,2024-07-17,2024-07-17,25,950.3366666666667,28590.55,28510.1,113.7734810929155,28703.18,1019.1155555555556,2
jakesimpson,TAMUCT_Thron,2024-07-16,2024-07-27,21,196.70555555555555,112.3,8.30565329580108,21.01960672057249,45.25,1006.6058333333328,1421
yuchenqi1031,UCSD_Xu,2024-07-07,2024-07-08,19,6562.0925,1459.9,115.6315859030837,381.02859111402876,34.46666666666667,1000.4966666666672,3405
